event_id,user_id,session_id,timestamp,event_type,source
evt_00000098,user_00002,sess_user_00002_20260213000000,2026-02-13 00:00:00,app_opened,organic
evt_00000099,user_00002,sess_user_00002_20260215000000,2026-02-15 00:00:00,app_opened,organic
evt_00000100,user_00002,sess_user_00002_20260217000000,2026-02-17 00:00:00,product_clicked,organic
evt_00000101,user_00002,sess_user_00002_20260303000000,2026-03-03 00:00:00,product_clicked,organic
evt_00000102,user_00002,sess_user_00002_20260305000000,2026-03-05 00:00:00,category_viewed,organic
evt_00000103,user_00002,sess_user_00002_20260310000000,2026-03-10 00:00:00,product_clicked,organic
evt_00000104,user_00002,sess_user_00002_20260317000000,2026-03-17 00:00:00,app_opened,organic
evt_00000105,user_00002,sess_user_00002_20260321000000,2026-03-21 00:00:00,order_completed,organic
evt_00000106,user_00002,sess_user_00002_20260328000000,2026-03-28 00:00:00,app_opened,organic
evt_00000107,user_00002,sess_user_00002_20260331000000,2026-03-31 00:00:00,app_opened,organic
evt_00000108,user_00002,sess_user_00002_20260407000000,2026-04-07 00:00:00,app_opened,organic
evt_00000109,user_00002,sess_user_00002_20260409000000,2026-04-09 00:00:00,category_viewed,organic
evt_00000110,user_00002,sess_user_00002_20260412000000,2026-04-12 00:00:00,category_viewed,organic
evt_00000111,user_00002,sess_user_00002_20260416000000,2026-04-16 00:00:00,app_opened,organic
evt_00000112,user_00002,sess_user_00002_20260418000000,2026-04-18 00:00:00,category_viewed,push
evt_00000113,user_00002,sess_user_00002_20260421000000,2026-04-21 00:00:00,app_opened,organic
evt_00000114,user_00003,sess_user_00003_20251004000000,2025-10-04 00:00:00,product_clicked,organic
evt_00000115,user_00003,sess_user_00003_20251006000000,2025-10-06 00:00:00,order_completed,organic
evt_00000116,user_00003,sess_user_00003_20251021000000,2025-10-21 00:00:00,app_opened,email
evt_00000117,user_00003,sess_user_00003_20251022000000,2025-10-22 00:00:00,cart_updated,organic
evt_00000118,user_00003,sess_user_00003_20251022000000,2025-10-22 00:00:00,app_opened,push
evt_00000119,user_00003,sess_user_00003_20251024000000,2025-10-24 00:00:00,search_query,organic
evt_00000120,user_00003,sess_user_00003_20251103000000,2025-11-03 00:00:00,order_completed,organic
evt_00000121,user_00003,sess_user_00003_20251106000000,2025-11-06 00:00:00,app_opened,organic
evt_00000122,user_00003,sess_user_00003_20251106000000,2025-11-06 00:00:00,app_opened,push
evt_00000123,user_00003,sess_user_00003_20251110000000,2025-11-10 00:00:00,app_opened,push
evt_00000124,user_00003,sess_user_00003_20251112000000,2025-11-12 00:00:00,category_viewed,organic
evt_00000125,user_00003,sess_user_00003_20251113000000,2025-11-13 00:00:00,cart_updated,organic
evt_00000126,user_00003,sess_user_00003_20251121000000,2025-11-21 00:00:00,category_viewed,organic
evt_00000127,user_00003,sess_user_00003_20251126000000,2025-11-26 00:00:00,order_completed,organic
evt_00000128,user_00003,sess_user_00003_20251203000000,2025-12-03 00:00:00,app_opened,email
evt_00000129,user_00003,sess_user_00003_20251208000000,2025-12-08 00:00:00,cart_updated,push
evt_00000130,user_00003,sess_user_00003_20251210000000,2025-12-10 00:00:00,search_query,organic
evt_00000131,user_00003,sess_user_00003_20251214000000,2025-12-14 00:00:00,app_opened,organic
evt_00000132,user_00003,sess_user_00003_20251218000000,2025-12-18 00:00:00,product_clicked,organic
evt_00000133,user_00003,sess_user_00003_20251224000000,2025-12-24 00:00:00,push_received,push
evt_00000134,user_00003,sess_user_00003_20251230000000,2025-12-30 00:00:00,product_clicked,organic
evt_00000135,user_00003,sess_user_00003_20251231000000,2025-12-31 00:00:00,cart_updated,organic
evt_00000136,user_00003,sess_user_00003_20260109000000,2026-01-09 00:00:00,app_opened,organic
evt_00000137,user_00003,sess_user_00003_20260113000000,2026-01-13 00:00:00,product_clicked,push
evt_00000138,user_00003,sess_user_00003_20260118000000,2026-01-18 00:00:00,order_cancelled,email
evt_00000139,user_00003,sess_user_00003_20260123000000,2026-01-23 00:00:00,product_clicked,organic
evt_00000140,user_00003,sess_user_00003_20260126000000,2026-01-26 00:00:00,product_clicked,organic
evt_00000141,user_00003,sess_user_00003_20260126000000,2026-01-26 00:00:00,category_viewed,email
evt_00000142,user_00003,sess_user_00003_20260201000000,2026-02-01 00:00:00,category_viewed,organic
evt_00000143,user_00003,sess_user_00003_20260220000000,2026-02-20 00:00:00,app_opened,organic
evt_00000144,user_00003,sess_user_00003_20260223000000,2026-02-23 00:00:00,category_viewed,email
evt_00000145,user_00003,sess_user_00003_20260226000000,2026-02-26 00:00:00,category_viewed,organic
evt_00000146,user_00003,sess_user_00003_20260305000000,2026-03-05 00:00:00,product_clicked,organic
evt_00000147,user_00003,sess_user_00003_20260312000000,2026-03-12 00:00:00,order_started,email
evt_00000148,user_00003,sess_user_00003_20260324000000,2026-03-24 00:00:00,app_opened,organic
evt_00000149,user_00003,sess_user_00003_20260328000000,2026-03-28 00:00:00,product_clicked,email
evt_00000150,user_00003,sess_user_00003_20260409000000,2026-04-09 00:00:00,order_completed,organic
evt_00000151,user_00003,sess_user_00003_20260425000000,2026-04-25 00:00:00,product_clicked,organic
evt_00000152,user_00003,sess_user_00003_20260426000000,2026-04-26 00:00:00,category_viewed,push
evt_00000153,user_00004,sess_user_00004_20251002000000,2025-10-02 00:00:00,push_received,email
evt_00000154,user_00004,sess_user_00004_20251009000000,2025-10-09 00:00:00,app_opened,organic
evt_00000155,user_00004,sess_user_00004_20251021000000,2025-10-21 00:00:00,product_clicked,push
evt_00000156,user_00004,sess_user_00004_20251022000000,2025-10-22 00:00:00,app_opened,organic
evt_00000157,user_00004,sess_user_00004_20251026000000,2025-10-26 00:00:00,push_received,push
evt_00000158,user_00004,sess_user_00004_20251030000000,2025-10-30 00:00:00,order_completed,organic
evt_00000159,user_00004,sess_user_00004_20251030000000,2025-10-30 00:00:00,order_completed,organic
evt_00000160,user_00004,sess_user_00004_20251112000000,2025-11-12 00:00:00,search_query,organic
evt_00000161,user_00004,sess_user_00004_20251114000000,2025-11-14 00:00:00,push_received,organic
evt_00000162,user_00004,sess_user_00004_20251117000000,2025-11-17 00:00:00,app_opened,organic
evt_00000163,user_00004,sess_user_00004_20251124000000,2025-11-24 00:00:00,category_viewed,email
evt_00000164,user_00004,sess_user_00004_20251126000000,2025-11-26 00:00:00,product_clicked,organic
evt_00000165,user_00004,sess_user_00004_20251207000000,2025-12-07 00:00:00,app_opened,organic
evt_00000166,user_00004,sess_user_00004_20251214000000,2025-12-14 00:00:00,product_clicked,email
evt_00000167,user_00004,sess_user_00004_20251217000000,2025-12-17 00:00:00,category_viewed,organic
evt_00000168,user_00004,sess_user_00004_20251217000000,2025-12-17 00:00:00,category_viewed,push
evt_00000169,user_00004,sess_user_00004_20251228000000,2025-12-28 00:00:00,app_opened,push
evt_00000170,user_00004,sess_user_00004_20251228000000,2025-12-28 00:00:00,category_viewed,organic
evt_00000171,user_00004,sess_user_00004_20260104000000,2026-01-04 00:00:00,app_opened,organic
evt_00000172,user_00004,sess_user_00004_20260110000000,2026-01-10 00:00:00,category_viewed,organic
evt_00000173,user_00004,sess_user_00004_20260120000000,2026-01-20 00:00:00,app_opened,organic
evt_00000174,user_00004,sess_user_00004_20260211000000,2026-02-11 00:00:00,category_viewed,organic
evt_00000175,user_00004,sess_user_00004_20260218000000,2026-02-18 00:00:00,product_clicked,push
evt_00000176,user_00004,sess_user_00004_20260218000000,2026-02-18 00:00:00,order_completed,email
evt_00000177,user_00004,sess_user_00004_20260307000000,2026-03-07 00:00:00,product_clicked,organic
evt_00000178,user_00004,sess_user_00004_20260321000000,2026-03-21 00:00:00,product_clicked,organic
evt_00000179,user_00004,sess_user_00004_20260325000000,2026-03-25 00:00:00,category_viewed,organic
evt_00000180,user_00004,sess_user_00004_20260325000000,2026-03-25 00:00:00,app_opened,organic
evt_00000181,user_00004,sess_user_00004_20260402000000,2026-04-02 00:00:00,product_clicked,organic
evt_00000182,user_00004,sess_user_00004_20260411000000,2026-04-11 00:00:00,category_viewed,push
evt_00000183,user_00004,sess_user_00004_20260413000000,2026-04-13 00:00:00,app_opened,organic
evt_00000184,user_00004,sess_user_00004_20260413000000,2026-04-13 00:00:00,app_opened,organic
evt_00000185,user_00005,sess_user_00005_20251007000000,2025-10-07 00:00:00,order_started,email
evt_00000186,user_00005,sess_user_00005_20251009000000,2025-10-09 00:00:00,category_viewed,organic
evt_00000187,user_00005,sess_user_00005_20251013000000,2025-10-13 00:00:00,cart_updated,push
evt_00000188,user_00005,sess_user_00005_20251013000000,2025-10-13 00:00:00,app_opened,organic
evt_00000189,user_00005,sess_user_00005_20251020000000,2025-10-20 00:00:00,cart_updated,push
evt_00000190,user_00005,sess_user_00005_20251022000000,2025-10-22 00:00:00,product_clicked,organic
evt_00000191,user_00005,sess_user_00005_20251023000000,2025-10-23 00:00:00,product_clicked,organic
evt_00000192,user_00005,sess_user_00005_20251104000000,2025-11-04 00:00:00,app_opened,organic
evt_00000193,user_00005,sess_user_00005_20251106000000,2025-11-06 00:00:00,app_opened,organic
evt_00000194,user_00005,sess_user_00005_20251109000000,2025-11-09 00:00:00,category_viewed,email
evt_00000195,user_00005,sess_user_00005_20251111000000,2025-11-11 00:00:00,product_clicked,organic
evt_00000196,user_00005,sess_user_00005_20251123000000,2025-11-23 00:00:00,push_clicked,organic
evt_00000197,user_00005,sess_user_00005_20251124000000,2025-11-24 00:00:00,app_opened,email
evt_00000198,user_00005,sess_user_00005_20251216000000,2025-12-16 00:00:00,cart_updated,email
evt_00000199,user_00005,sess_user_00005_20251218000000,2025-12-18 00:00:00,product_clicked,organic
evt_00000200,user_00005,sess_user_00005_20251222000000,2025-12-22 00:00:00,order_completed,organic
evt_00000201,user_00005,sess_user_00005_20260107000000,2026-01-07 00:00:00,product_clicked,organic
evt_00000202,user_00005,sess_user_00005_20260125000000,2026-01-25 00:00:00,order_started,organic
evt_00000203,user_00005,sess_user_00005_20260128000000,2026-01-28 00:00:00,category_viewed,organic
evt_00000204,user_00005,sess_user_00005_20260129000000,2026-01-29 00:00:00,product_clicked,push
evt_00000205,user_00005,sess_user_00005_20260204000000,2026-02-04 00:00:00,app_opened,organic
evt_00000206,user_00005,sess_user_00005_20260217000000,2026-02-17 00:00:00,order_completed,organic
evt_00000207,user_00005,sess_user_00005_20260218000000,2026-02-18 00:00:00,product_clicked,organic
evt_00000208,user_00005,sess_user_00005_20260224000000,2026-02-24 00:00:00,app_opened,push
evt_00000209,user_00005,sess_user_00005_20260225000000,2026-02-25 00:00:00,push_received,organic
evt_00000210,user_00005,sess_user_00005_20260313000000,2026-03-13 00:00:00,app_opened,organic
evt_00000211,user_00005,sess_user_00005_20260318000000,2026-03-18 00:00:00,order_started,organic
evt_00000212,user_00005,sess_user_00005_20260330000000,2026-03-30 00:00:00,app_opened,organic
evt_00000213,user_00005,sess_user_00005_20260404000000,2026-04-04 00:00:00,cart_updated,organic
evt_00000214,user_00005,sess_user_00005_20260421000000,2026-04-21 00:00:00,app_opened,push
evt_00000215,user_00006,sess_user_00006_20251002000000,2025-10-02 00:00:00,product_clicked,email
evt_00000216,user_00006,sess_user_00006_20251008000000,2025-10-08 00:00:00,app_opened,push
evt_00000217,user_00006,sess_user_00006_20251010000000,2025-10-10 00:00:00,app_opened,organic
evt_00000218,user_00006,sess_user_00006_20251012000000,2025-10-12 00:00:00,cart_updated,organic
evt_00000219,user_00006,sess_user_00006_20251017000000,2025-10-17 00:00:00,order_started,organic
evt_00000220,user_00006,sess_user_00006_20251019000000,2025-10-19 00:00:00,order_started,organic
evt_00000221,user_00006,sess_user_00006_20251025000000,2025-10-25 00:00:00,search_query,organic
evt_00000222,user_00006,sess_user_00006_20251027000000,2025-10-27 00:00:00,app_opened,organic
evt_00000223,user_00006,sess_user_00006_20251031000000,2025-10-31 00:00:00,cart_updated,push
evt_00000224,user_00006,sess_user_00006_20251103000000,2025-11-03 00:00:00,app_opened,organic
evt_00000225,user_00006,sess_user_00006_20251104000000,2025-11-04 00:00:00,order_completed,organic
evt_00000226,user_00006,sess_user_00006_20251114000000,2025-11-14 00:00:00,product_clicked,push
evt_00000227,user_00006,sess_user_00006_20251114000000,2025-11-14 00:00:00,product_clicked,push
evt_00000228,user_00006,sess_user_00006_20251206000000,2025-12-06 00:00:00,product_clicked,organic
evt_00000229,user_00006,sess_user_00006_20251210000000,2025-12-10 00:00:00,product_clicked,organic
evt_00000230,user_00006,sess_user_00006_20251215000000,2025-12-15 00:00:00,order_completed,organic
evt_00000231,user_00006,sess_user_00006_20251218000000,2025-12-18 00:00:00,order_completed,organic
evt_00000232,user_00006,sess_user_00006_20260102000000,2026-01-02 00:00:00,app_opened,organic
evt_00000233,user_00006,sess_user_00006_20260104000000,2026-01-04 00:00:00,order_completed,push
evt_00000234,user_00006,sess_user_00006_20260120000000,2026-01-20 00:00:00,app_opened,organic
evt_00000235,user_00006,sess_user_00006_20260125000000,2026-01-25 00:00:00,category_viewed,organic
evt_00000236,user_00006,sess_user_00006_20260207000000,2026-02-07 00:00:00,product_clicked,organic
evt_00000237,user_00006,sess_user_00006_20260223000000,2026-02-23 00:00:00,cart_updated,organic
evt_00000238,user_00006,sess_user_00006_20260223000000,2026-02-23 00:00:00,order_completed,push
evt_00000239,user_00006,sess_user_00006_20260227000000,2026-02-27 00:00:00,product_clicked,push
evt_00000240,user_00006,sess_user_00006_20260302000000,2026-03-02 00:00:00,order_completed,organic
evt_00000241,user_00006,sess_user_00006_20260303000000,2026-03-03 00:00:00,order_completed,organic
evt_00000242,user_00006,sess_user_00006_20260304000000,2026-03-04 00:00:00,app_opened,email
evt_00000243,user_00006,sess_user_00006_20260310000000,2026-03-10 00:00:00,order_cancelled,organic
evt_00000244,user_00006,sess_user_00006_20260313000000,2026-03-13 00:00:00,app_opened,organic
evt_00000245,user_00006,sess_user_00006_20260314000000,2026-03-14 00:00:00,cart_updated,organic
evt_00000246,user_00006,sess_user_00006_20260316000000,2026-03-16 00:00:00,order_completed,organic
evt_00000247,user_00006,sess_user_00006_20260329000000,2026-03-29 00:00:00,app_opened,organic
evt_00000248,user_00006,sess_user_00006_20260329000000,2026-03-29 00:00:00,app_opened,organic
evt_00000249,user_00006,sess_user_00006_20260330000000,2026-03-30 00:00:00,search_query,organic
evt_00000250,user_00006,sess_user_00006_20260403000000,2026-04-03 00:00:00,category_viewed,organic
evt_00000251,user_00006,sess_user_00006_20260410000000,2026-04-10 00:00:00,category_viewed,push
evt_00000252,user_00007,sess_user_00007_20251012000000,2025-10-12 00:00:00,cart_updated,organic
evt_00000253,user_00007,sess_user_00007_20251015000000,2025-10-15 00:00:00,app_opened,organic
evt_00000254,user_00007,sess_user_00007_20251018000000,2025-10-18 00:00:00,product_clicked,organic
evt_00000255,user_00007,sess_user_00007_20251020000000,2025-10-20 00:00:00,app_opened,push
evt_00000256,user_00007,sess_user_00007_20251020000000,2025-10-20 00:00:00,app_opened,push
evt_00000257,user_00007,sess_user_00007_20251025000000,2025-10-25 00:00:00,push_received,organic
evt_00000258,user_00007,sess_user_00007_20251029000000,2025-10-29 00:00:00,app_opened,organic
evt_00000259,user_00007,sess_user_00007_20251104000000,2025-11-04 00:00:00,product_clicked,email
evt_00000260,user_00007,sess_user_00007_20251110000000,2025-11-10 00:00:00,app_opened,organic
evt_00000261,user_00007,sess_user_00007_20251113000000,2025-11-13 00:00:00,product_clicked,organic
evt_00000262,user_00007,sess_user_00007_20251114000000,2025-11-14 00:00:00,app_opened,push
evt_00000263,user_00007,sess_user_00007_20251123000000,2025-11-23 00:00:00,app_opened,organic
evt_00000264,user_00007,sess_user_00007_20251214000000,2025-12-14 00:00:00,category_viewed,organic
evt_00000265,user_00007,sess_user_00007_20251219000000,2025-12-19 00:00:00,push_received,organic
evt_00000266,user_00007,sess_user_00007_20251220000000,2025-12-20 00:00:00,order_started,push
evt_00000267,user_00007,sess_user_00007_20260107000000,2026-01-07 00:00:00,product_clicked,organic
evt_00000268,user_00007,sess_user_00007_20260109000000,2026-01-09 00:00:00,category_viewed,push
evt_00000269,user_00007,sess_user_00007_20260121000000,2026-01-21 00:00:00,app_opened,organic
evt_00000270,user_00007,sess_user_00007_20260124000000,2026-01-24 00:00:00,order_completed,organic
evt_00000271,user_00007,sess_user_00007_20260128000000,2026-01-28 00:00:00,app_opened,organic
evt_00000272,user_00007,sess_user_00007_20260129000000,2026-01-29 00:00:00,order_completed,organic
evt_00000273,user_00007,sess_user_00007_20260129000000,2026-01-29 00:00:00,app_opened,organic
evt_00000274,user_00007,sess_user_00007_20260130000000,2026-01-30 00:00:00,order_completed,organic
evt_00000275,user_00007,sess_user_00007_20260206000000,2026-02-06 00:00:00,category_viewed,organic
evt_00000276,user_00007,sess_user_00007_20260208000000,2026-02-08 00:00:00,push_clicked,organic
evt_00000277,user_00007,sess_user_00007_20260212000000,2026-02-12 00:00:00,order_started,organic
evt_00000278,user_00007,sess_user_00007_20260223000000,2026-02-23 00:00:00,order_completed,organic
evt_00000279,user_00007,sess_user_00007_20260303000000,2026-03-03 00:00:00,order_completed,organic
evt_00000280,user_00007,sess_user_00007_20260312000000,2026-03-12 00:00:00,order_started,organic
evt_00000281,user_00007,sess_user_00007_20260316000000,2026-03-16 00:00:00,cart_updated,organic
evt_00000282,user_00007,sess_user_00007_20260316000000,2026-03-16 00:00:00,app_opened,organic
evt_00000283,user_00007,sess_user_00007_20260319000000,2026-03-19 00:00:00,product_clicked,organic
evt_00000284,user_00007,sess_user_00007_20260319000000,2026-03-19 00:00:00,app_opened,organic
evt_00000285,user_00007,sess_user_00007_20260321000000,2026-03-21 00:00:00,app_opened,organic
evt_00000286,user_00007,sess_user_00007_20260322000000,2026-03-22 00:00:00,product_clicked,organic
evt_00000287,user_00007,sess_user_00007_20260328000000,2026-03-28 00:00:00,push_received,push
evt_00000288,user_00007,sess_user_00007_20260425000000,2026-04-25 00:00:00,app_opened,organic
evt_00000289,user_00008,sess_user_00008_20251003000000,2025-10-03 00:00:00,product_clicked,organic
evt_00000290,user_00008,sess_user_00008_20251004000000,2025-10-04 00:00:00,app_opened,organic
evt_00000291,user_00008,sess_user_00008_20251010000000,2025-10-10 00:00:00,app_opened,organic
evt_00000292,user_00008,sess_user_00008_20251010000000,2025-10-10 00:00:00,push_received,organic
evt_00000293,user_00008,sess_user_00008_20251010000000,2025-10-10 00:00:00,product_clicked,organic
evt_00000294,user_00008,sess_user_00008_20251031000000,2025-10-31 00:00:00,order_started,organic
evt_00000295,user_00008,sess_user_00008_20251111000000,2025-11-11 00:00:00,app_opened,organic
