order_id,user_id,event_id,timestamp,amount_rub,is_first_order,delivery_minutes
ord_000085,user_00030,evt_00001064,2025-11-13 00:00:00,997.61,0,25
ord_000086,user_00030,evt_00001066,2025-11-25 00:00:00,1087.66,0,60
ord_000087,user_00030,evt_00001076,2025-12-29 00:00:00,812.64,0,35
ord_000088,user_00030,evt_00001090,2026-03-03 00:00:00,889.37,0,60
ord_000089,user_00030,evt_00001091,2026-03-04 00:00:00,810.17,0,60
ord_000090,user_00031,evt_00001114,2026-01-21 00:00:00,804.52,1,45
ord_000091,user_00031,evt_00001122,2026-03-11 00:00:00,1082.38,0,45
ord_000092,user_00032,evt_00001136,2025-11-21 00:00:00,984.42,1,35
ord_000093,user_00032,evt_00001143,2025-12-21 00:00:00,1141.0,0,35
ord_000094,user_00032,evt_00001144,2025-12-22 00:00:00,1007.5,0,45
ord_000095,user_00032,evt_00001145,2025-12-28 00:00:00,997.47,0,25
ord_000096,user_00032,evt_00001148,2026-01-29 00:00:00,847.06,0,35
ord_000097,user_00032,evt_00001152,2026-04-01 00:00:00,841.6,0,25
ord_000098,user_00033,evt_00001163,2025-10-20 00:00:00,1660.76,1,35
ord_000099,user_00033,evt_00001169,2025-11-15 00:00:00,2118.03,0,60
ord_000100,user_00034,evt_00001198,2025-10-15 00:00:00,1084.58,1,25
ord_000101,user_00034,evt_00001205,2025-11-22 00:00:00,1198.09,0,25
ord_000102,user_00034,evt_00001212,2025-12-28 00:00:00,744.14,0,35
ord_000103,user_00034,evt_00001213,2025-12-29 00:00:00,673.45,0,25
ord_000104,user_00034,evt_00001226,2026-03-13 00:00:00,747.64,0,45
ord_000105,user_00034,evt_00001232,2026-04-13 00:00:00,738.8,0,35
ord_000106,user_00035,evt_00001244,2025-10-15 00:00:00,1654.64,1,35
ord_000107,user_00035,evt_00001246,2025-10-19 00:00:00,1154.27,0,45
ord_000108,user_00035,evt_00001248,2025-10-31 00:00:00,721.29,0,25
ord_000109,user_00035,evt_00001249,2025-11-07 00:00:00,1590.44,0,45
ord_000110,user_00035,evt_00001253,2025-12-23 00:00:00,1014.92,0,25
ord_000111,user_00035,evt_00001261,2026-01-26 00:00:00,1473.94,0,25
ord_000112,user_00035,evt_00001267,2026-02-25 00:00:00,1982.11,0,25
ord_000113,user_00035,evt_00001276,2026-04-02 00:00:00,2192.8,0,35
ord_000114,user_00035,evt_00001277,2026-04-19 00:00:00,1555.82,0,25
ord_000115,user_00035,evt_00001280,2026-04-21 00:00:00,1019.87,0,45
ord_000116,user_00036,evt_00001286,2025-10-22 00:00:00,435.33,1,90
ord_000117,user_00036,evt_00001305,2026-03-05 00:00:00,1061.91,0,35
ord_000118,user_00036,evt_00001314,2026-04-09 00:00:00,654.35,0,60
ord_000119,user_00036,evt_00001316,2026-04-13 00:00:00,500.66,0,25
ord_000120,user_00037,evt_00001341,2026-02-04 00:00:00,997.9,1,35
ord_000121,user_00037,evt_00001342,2026-02-14 00:00:00,488.99,0,35
ord_000122,user_00038,evt_00001357,2025-10-14 00:00:00,1255.46,1,45
ord_000123,user_00038,evt_00001365,2025-11-21 00:00:00,803.72,0,45
ord_000124,user_00038,evt_00001367,2025-12-14 00:00:00,817.93,0,35
ord_000125,user_00038,evt_00001372,2025-12-23 00:00:00,913.1,0,90
ord_000126,user_00039,evt_00001386,2025-10-01 00:00:00,838.54,1,90
ord_000127,user_00039,evt_00001388,2025-10-10 00:00:00,958.31,0,25
ord_000128,user_00039,evt_00001391,2025-10-30 00:00:00,787.17,0,25
ord_000129,user_00039,evt_00001414,2026-02-25 00:00:00,698.91,0,25
ord_000130,user_00039,evt_00001418,2026-03-12 00:00:00,1138.61,0,35
ord_000131,user_00039,evt_00001422,2026-03-24 00:00:00,397.46,0,35
ord_000132,user_00040,evt_00001433,2025-10-26 00:00:00,947.26,1,25
ord_000133,user_00040,evt_00001457,2026-04-10 00:00:00,878.96,0,35
ord_000134,user_00041,evt_00001477,2025-12-02 00:00:00,1421.08,1,35
ord_000135,user_00041,evt_00001500,2026-02-23 00:00:00,1570.88,0,35
ord_000136,user_00041,evt_00001508,2026-04-07 00:00:00,1093.7,0,25
ord_000137,user_00042,evt_00001519,2026-01-06 00:00:00,3691.01,1,60
ord_000138,user_00042,evt_00001539,2026-03-10 00:00:00,3032.45,0,25
ord_000139,user_00042,evt_00001540,2026-03-17 00:00:00,2606.63,0,45
ord_000140,user_00043,evt_00001549,2025-10-24 00:00:00,2355.28,1,25
ord_000141,user_00043,evt_00001554,2025-11-13 00:00:00,1714.03,0,35
ord_000142,user_00043,evt_00001557,2025-11-28 00:00:00,2043.37,0,35
ord_000143,user_00043,evt_00001559,2025-12-12 00:00:00,162.16,0,35
ord_000144,user_00043,evt_00001564,2026-01-12 00:00:00,554.24,0,45
ord_000145,user_00043,evt_00001570,2026-02-09 00:00:00,1176.3,0,60
ord_000146,user_00043,evt_00001589,2026-04-24 00:00:00,1428.0,0,25
ord_000147,user_00044,evt_00001596,2025-10-18 00:00:00,712.68,1,60
ord_000148,user_00044,evt_00001620,2026-02-23 00:00:00,580.84,0,35
ord_000149,user_00045,evt_00001632,2025-10-06 00:00:00,1740.71,1,35
ord_000150,user_00046,evt_00001688,2026-01-17 00:00:00,519.34,1,35
ord_000151,user_00046,evt_00001699,2026-03-25 00:00:00,1064.43,0,45
ord_000152,user_00046,evt_00001700,2026-04-03 00:00:00,678.86,0,60
ord_000153,user_00047,evt_00001721,2025-12-22 00:00:00,989.39,1,35
ord_000154,user_00047,evt_00001724,2026-01-07 00:00:00,1425.06,0,35
ord_000155,user_00047,evt_00001746,2026-04-22 00:00:00,694.06,0,35
ord_000156,user_00048,evt_00001763,2025-12-19 00:00:00,319.25,1,35
ord_000157,user_00048,evt_00001767,2026-01-20 00:00:00,832.75,0,35
ord_000158,user_00048,evt_00001771,2026-02-09 00:00:00,480.02,0,25
ord_000159,user_00049,evt_00001784,2025-10-12 00:00:00,827.49,1,45
ord_000160,user_00049,evt_00001791,2025-11-26 00:00:00,943.9,0,35
ord_000161,user_00049,evt_00001796,2025-12-31 00:00:00,849.05,0,25
ord_000162,user_00049,evt_00001800,2026-01-08 00:00:00,569.53,0,45
ord_000163,user_00049,evt_00001803,2026-01-10 00:00:00,814.91,0,25
ord_000164,user_00049,evt_00001810,2026-02-12 00:00:00,524.7,0,25
ord_000165,user_00049,evt_00001815,2026-02-24 00:00:00,893.14,0,45
ord_000166,user_00049,evt_00001816,2026-03-01 00:00:00,661.68,0,60
ord_000167,user_00049,evt_00001821,2026-03-27 00:00:00,932.43,0,35
ord_000168,user_00050,evt_00001833,2025-11-14 00:00:00,842.71,1,25
ord_000169,user_00050,evt_00001838,2025-12-21 00:00:00,72.87,0,35
ord_000170,user_00050,evt_00001842,2026-01-20 00:00:00,1102.59,0,45
ord_000171,user_00050,evt_00001857,2026-04-05 00:00:00,749.25,0,35
ord_000172,user_00051,evt_00001858,2025-10-06 00:00:00,966.36,1,45
ord_000173,user_00051,evt_00001868,2025-11-19 00:00:00,904.28,0,25
ord_000174,user_00051,evt_00001871,2025-12-02 00:00:00,1004.46,0,35
ord_000175,user_00051,evt_00001876,2025-12-22 00:00:00,544.12,0,45
ord_000176,user_00051,evt_00001885,2026-01-30 00:00:00,889.85,0,35
ord_000177,user_00051,evt_00001887,2026-02-26 00:00:00,819.77,0,35
ord_000178,user_00051,evt_00001895,2026-04-04 00:00:00,831.5,0,45
ord_000179,user_00051,evt_00001896,2026-04-04 00:00:00,1180.7,0,35
ord_000180,user_00051,evt_00001897,2026-04-26 00:00:00,1483.85,0,25
ord_000181,user_00052,evt_00001907,2025-11-28 00:00:00,862.82,1,25
ord_000182,user_00052,evt_00001908,2025-11-29 00:00:00,872.31,0,35
ord_000183,user_00052,evt_00001925,2026-02-25 00:00:00,1019.27,0,25
ord_000184,user_00054,evt_00001973,2026-02-15 00:00:00,1489.27,1,60
ord_000185,user_00054,evt_00001978,2026-04-04 00:00:00,2039.26,0,35
ord_000186,user_00055,evt_00001985,2025-10-07 00:00:00,1718.22,1,90
ord_000187,user_00055,evt_00001991,2025-10-23 00:00:00,1527.27,0,25
ord_000188,user_00055,evt_00001996,2025-12-14 00:00:00,1730.55,0,45
ord_000189,user_00056,evt_00002022,2025-10-05 00:00:00,1573.72,1,35
ord_000190,user_00056,evt_00002028,2025-11-22 00:00:00,2115.91,0,25
ord_000191,user_00056,evt_00002029,2025-11-25 00:00:00,1535.44,0,60
ord_000192,user_00056,evt_00002034,2025-12-01 00:00:00,1480.38,0,25
ord_000193,user_00057,evt_00002053,2025-10-17 00:00:00,1255.97,1,25
ord_000194,user_00057,evt_00002060,2025-12-03 00:00:00,843.14,0,45
ord_000195,user_00058,evt_00002080,2025-10-17 00:00:00,1108.47,1,45
ord_000196,user_00058,evt_00002092,2025-12-21 00:00:00,1240.75,0,45
ord_000197,user_00058,evt_00002094,2025-12-30 00:00:00,875.24,0,45
ord_000198,user_00058,evt_00002116,2026-04-05 00:00:00,759.3,0,25
ord_000199,user_00059,evt_00002126,2025-12-02 00:00:00,1884.83,1,45
ord_000200,user_00059,evt_00002138,2026-01-24 00:00:00,1774.29,0,90
ord_000201,user_00059,evt_00002141,2026-02-09 00:00:00,2187.71,0,60
ord_000202,user_00059,evt_00002143,2026-02-18 00:00:00,1284.3,0,35
ord_000203,user_00059,evt_00002144,2026-02-20 00:00:00,1972.59,0,35
ord_000204,user_00060,evt_00002169,2026-02-07 00:00:00,975.84,1,35
ord_000205,user_00060,evt_00002174,2026-03-26 00:00:00,766.58,0,35
ord_000206,user_00061,evt_00002178,2025-10-06 00:00:00,859.88,1,45
ord_000207,user_00061,evt_00002188,2025-12-09 00:00:00,789.97,0,35
ord_000208,user_00062,evt_00002227,2025-11-19 00:00:00,683.48,1,35
ord_000209,user_00062,evt_00002243,2026-04-24 00:00:00,674.29,0,35
ord_000210,user_00063,evt_00002258,2026-01-15 00:00:00,930.43,1,35
ord_000211,user_00063,evt_00002270,2026-04-12 00:00:00,403.25,0,35
ord_000212,user_00064,evt_00002286,2026-01-16 00:00:00,601.06,1,90
ord_000213,user_00065,evt_00002296,2025-10-05 00:00:00,1035.29,1,25
ord_000214,user_00065,evt_00002297,2025-10-07 00:00:00,1222.76,0,25
ord_000215,user_00065,evt_00002299,2025-10-11 00:00:00,2128.42,0,60
ord_000216,user_00065,evt_00002306,2025-12-13 00:00:00,2123.27,0,35
ord_000217,user_00065,evt_00002320,2026-02-18 00:00:00,27.8,0,35
ord_000218,user_00065,evt_00002323,2026-03-13 00:00:00,2130.03,0,45
ord_000219,user_00066,evt_00002347,2026-03-30 00:00:00,1136.43,1,35
ord_000220,user_00067,evt_00002366,2025-11-21 00:00:00,1197.48,1,45
ord_000221,user_00067,evt_00002376,2026-01-07 00:00:00,1116.46,0,25
ord_000222,user_00069,evt_00002471,2026-04-12 00:00:00,2065.65,1,25
ord_000223,user_00070,evt_00002492,2026-01-02 00:00:00,1299.38,1,35
ord_000224,user_00070,evt_00002507,2026-03-08 00:00:00,830.87,0,25
ord_000225,user_00070,evt_00002511,2026-04-02 00:00:00,1198.87,0,35
ord_000226,user_00070,evt_00002514,2026-04-10 00:00:00,981.34,0,45
ord_000227,user_00070,evt_00002516,2026-04-20 00:00:00,428.72,0,35
ord_000228,user_00071,evt_00002526,2025-10-25 00:00:00,1142.58,1,25
ord_000229,user_00071,evt_00002529,2025-11-09 00:00:00,769.95,0,25
ord_000230,user_00072,evt_00002565,2025-10-30 00:00:00,1803.46,1,35
ord_000231,user_00072,evt_00002577,2025-12-27 00:00:00,594.06,0,25
ord_000232,user_00072,evt_00002578,2025-12-31 00:00:00,674.43,0,25
ord_000233,user_00072,evt_00002580,2026-01-05 00:00:00,1305.5,0,35
ord_000234,user_00072,evt_00002595,2026-04-15 00:00:00,619.78,0,25
ord_000235,user_00073,evt_00002598,2025-10-15 00:00:00,2150.98,1,35
ord_000236,user_00073,evt_00002608,2025-12-02 00:00:00,1132.92,0,25
ord_000237,user_00073,evt_00002609,2025-12-09 00:00:00,1653.32,0,90
ord_000238,user_00073,evt_00002613,2026-01-02 00:00:00,1221.03,0,25
ord_000239,user_00073,evt_00002622,2026-02-04 00:00:00,1539.67,0,25
ord_000240,user_00073,evt_00002626,2026-02-28 00:00:00,1384.65,0,25
ord_000241,user_00073,evt_00002629,2026-03-17 00:00:00,1497.15,0,35
ord_000242,user_00074,evt_00002642,2025-11-05 00:00:00,1080.27,1,35
ord_000243,user_00074,evt_00002647,2025-12-18 00:00:00,394.59,0,60
ord_000244,user_00074,evt_00002664,2026-03-29 00:00:00,1142.65,0,35
ord_000245,user_00075,evt_00002675,2025-11-09 00:00:00,1035.21,1,45
ord_000246,user_00075,evt_00002686,2025-12-27 00:00:00,1325.72,0,45
ord_000247,user_00075,evt_00002690,2026-01-22 00:00:00,1101.72,0,35
ord_000248,user_00076,evt_00002707,2025-11-16 00:00:00,1714.35,1,25
ord_000249,user_00076,evt_00002713,2025-12-17 00:00:00,1460.21,0,35
ord_000250,user_00076,evt_00002720,2026-01-19 00:00:00,2983.76,0,35
ord_000251,user_00077,evt_00002755,2026-01-10 00:00:00,848.62,1,35
ord_000252,user_00077,evt_00002769,2026-03-24 00:00:00,1177.02,0,90
ord_000253,user_00078,evt_00002777,2025-10-12 00:00:00,997.03,1,35
ord_000254,user_00078,evt_00002787,2025-11-07 00:00:00,1113.12,0,25
ord_000255,user_00078,evt_00002792,2025-12-04 00:00:00,1154.38,0,35
ord_000256,user_00078,evt_00002797,2025-12-25 00:00:00,666.34,0,60
ord_000257,user_00079,evt_00002823,2025-10-28 00:00:00,1015.54,1,35
ord_000258,user_00079,evt_00002827,2025-11-06 00:00:00,1222.76,0,25
ord_000259,user_00079,evt_00002828,2025-11-07 00:00:00,859.4,0,25
ord_000260,user_00079,evt_00002850,2026-02-06 00:00:00,672.03,0,90
ord_000261,user_00079,evt_00002851,2026-02-14 00:00:00,760.54,0,35
ord_000262,user_00079,evt_00002858,2026-03-27 00:00:00,1317.36,0,25
ord_000263,user_00080,evt_00002897,2026-04-06 00:00:00,991.56,1,35
ord_000264,user_00080,evt_00002900,2026-04-16 00:00:00,1152.49,0,35
ord_000265,user_00080,evt_00002904,2026-04-26 00:00:00,863.13,0,35
ord_000266,user_00081,evt_00002908,2025-11-05 00:00:00,776.1,1,35
ord_000267,user_00081,evt_00002909,2025-11-05 00:00:00,1111.43,0,25
ord_000268,user_00081,evt_00002910,2025-11-09 00:00:00,420.54,0,25
ord_000269,user_00082,evt_00002951,2025-11-08 00:00:00,713.54,1,25
ord_000270,user_00082,evt_00002954,2025-11-18 00:00:00,1134.74,0,45
ord_000271,user_00082,evt_00002969,2026-02-04 00:00:00,823.72,0,60
ord_000272,user_00082,evt_00002976,2026-02-21 00:00:00,1026.18,0,35
ord_000273,user_00083,evt_00003002,2026-01-06 00:00:00,2470.87,1,90
ord_000274,user_00083,evt_00003004,2026-01-24 00:00:00,2489.5,0,60
ord_000275,user_00084,evt_00003030,2026-01-03 00:00:00,1667.5,1,35
ord_000276,user_00084,evt_00003038,2026-02-27 00:00:00,846.85,0,45
ord_000277,user_00084,evt_00003039,2026-03-01 00:00:00,1396.46,0,25
ord_000278,user_00085,evt_00003073,2026-04-02 00:00:00,381.63,1,60
ord_000279,user_00085,evt_00003074,2026-04-07 00:00:00,587.25,0,60
ord_000280,user_00087,evt_00003122,2026-01-19 00:00:00,1130.44,1,35
ord_000281,user_00088,evt_00003141,2025-10-21 00:00:00,1068.77,1,25
ord_000282,user_00088,evt_00003146,2025-11-12 00:00:00,1211.92,0,25
ord_000283,user_00088,evt_00003147,2025-11-18 00:00:00,1323.87,0,60
ord_000284,user_00088,evt_00003159,2026-01-31 00:00:00,1231.87,0,25
ord_000285,user_00088,evt_00003170,2026-03-21 00:00:00,750.03,0,25
ord_000286,user_00088,evt_00003176,2026-04-26 00:00:00,485.29,0,90
ord_000287,user_00089,evt_00003183,2025-11-20 00:00:00,1906.45,1,35
ord_000288,user_00089,evt_00003201,2026-02-26 00:00:00,1820.31,0,35
ord_000289,user_00089,evt_00003202,2026-02-27 00:00:00,2429.21,0,45
ord_000290,user_00090,evt_00003220,2025-11-15 00:00:00,883.06,1,60
ord_000291,user_00090,evt_00003229,2026-01-10 00:00:00,789.53,0,25
ord_000292,user_00090,evt_00003236,2026-03-15 00:00:00,865.69,0,45
ord_000293,user_00091,evt_00003255,2026-01-16 00:00:00,3209.21,1,35
ord_000294,user_00092,evt_00003282,2025-11-11 00:00:00,2281.87,1,45
ord_000295,user_00092,evt_00003293,2026-01-01 00:00:00,1584.82,0,25
ord_000296,user_00093,evt_00003338,2026-02-01 00:00:00,750.04,1,35
ord_000297,user_00093,evt_00003354,2026-04-10 00:00:00,1125.79,0,45
ord_000298,user_00094,evt_00003358,2025-10-03 00:00:00,2993.9,1,35
ord_000299,user_00094,evt_00003371,2025-12-21 00:00:00,3325.29,0,25
ord_000300,user_00094,evt_00003379,2026-01-30 00:00:00,2623.82,0,45
ord_000301,user_00095,evt_00003411,2026-02-02 00:00:00,672.86,1,35
ord_000302,user_00095,evt_00003421,2026-04-15 00:00:00,759.63,0,35
ord_000303,user_00096,evt_00003430,2025-11-17 00:00:00,1435.76,1,60
ord_000304,user_00096,evt_00003437,2026-01-01 00:00:00,1572.51,0,25
ord_000305,user_00097,evt_00003460,2025-11-20 00:00:00,702.72,1,25
ord_000306,user_00097,evt_00003468,2026-01-22 00:00:00,1055.84,0,25
ord_000307,user_00097,evt_00003471,2026-02-12 00:00:00,863.44,0,60
ord_000308,user_00097,evt_00003479,2026-03-27 00:00:00,472.87,0,25
ord_000309,user_00098,evt_00003482,2025-11-05 00:00:00,1891.44,1,45
ord_000310,user_00098,evt_00003485,2025-11-13 00:00:00,1975.74,0,25
ord_000311,user_00099,evt_00003509,2025-10-09 00:00:00,2585.98,1,45
ord_000312,user_00099,evt_00003518,2025-11-16 00:00:00,2004.6,0,90
ord_000313,user_00099,evt_00003545,2026-04-11 00:00:00,2407.3,0,35
ord_000314,user_00100,evt_00003554,2025-12-21 00:00:00,753.3,1,35
ord_000315,user_00100,evt_00003560,2026-01-13 00:00:00,1099.5,0,35
ord_000316,user_00100,evt_00003570,2026-03-23 00:00:00,504.13,0,25
ord_000317,user_00100,evt_00003573,2026-04-04 00:00:00,1388.13,0,25
ord_000318,user_00100,evt_00003574,2026-04-05 00:00:00,463.25,0,35
ord_000319,user_00101,evt_00003591,2026-01-21 00:00:00,1071.81,1,25
ord_000320,user_00101,evt_00003597,2026-03-19 00:00:00,864.63,0,45
ord_000321,user_00101,evt_00003600,2026-03-30 00:00:00,393.24,0,35
ord_000322,user_00103,evt_00003645,2025-11-07 00:00:00,944.27,1,25
ord_000323,user_00103,evt_00003653,2025-12-11 00:00:00,335.92,0,35
ord_000324,user_00103,evt_00003662,2026-02-09 00:00:00,780.09,0,35
ord_000325,user_00104,evt_00003679,2025-10-01 00:00:00,2267.7,1,25
ord_000326,user_00104,evt_00003689,2026-01-01 00:00:00,2211.35,0,25
ord_000327,user_00104,evt_00003690,2026-01-16 00:00:00,3576.71,0,35
ord_000328,user_00104,evt_00003691,2026-01-26 00:00:00,3831.72,0,25
ord_000329,user_00104,evt_00003693,2026-03-16 00:00:00,2363.96,0,35
ord_000330,user_00105,evt_00003705,2025-10-27 00:00:00,316.84,1,45
ord_000331,user_00105,evt_00003708,2025-11-27 00:00:00,894.5,0,35
ord_000332,user_00105,evt_00003715,2025-12-28 00:00:00,859.99,0,45
ord_000333,user_00105,evt_00003723,2026-03-04 00:00:00,919.85,0,25
ord_000334,user_00105,evt_00003729,2026-04-16 00:00:00,979.56,0,25
ord_000335,user_00106,evt_00003744,2025-12-07 00:00:00,698.35,1,35
ord_000336,user_00106,evt_00003745,2025-12-10 00:00:00,724.64,0,25
ord_000337,user_00106,evt_00003752,2026-01-13 00:00:00,991.76,0,45
ord_000338,user_00106,evt_00003761,2026-03-03 00:00:00,454.99,0,35
ord_000339,user_00106,evt_00003762,2026-03-06 00:00:00,819.58,0,35
ord_000340,user_00107,evt_00003780,2025-11-29 00:00:00,542.93,1,35
ord_000341,user_00107,evt_00003781,2025-12-02 00:00:00,796.36,0,25
ord_000342,user_00107,evt_00003802,2026-03-25 00:00:00,515.57,0,25
ord_000343,user_00108,evt_00003811,2025-10-17 00:00:00,1157.56,1,35
ord_000344,user_00108,evt_00003827,2026-02-28 00:00:00,584.24,0,35
ord_000345,user_00108,evt_00003833,2026-04-10 00:00:00,678.25,0,35
ord_000346,user_00109,evt_00003844,2025-11-04 00:00:00,1201.4,1,25
ord_000347,user_00109,evt_00003848,2025-11-11 00:00:00,664.71,0,35
ord_000348,user_00109,evt_00003850,2025-11-20 00:00:00,651.62,0,35
ord_000349,user_00109,evt_00003862,2026-01-30 00:00:00,607.05,0,60
ord_000350,user_00109,evt_00003865,2026-02-26 00:00:00,576.49,0,35
ord_000351,user_00109,evt_00003874,2026-04-24 00:00:00,1067.83,0,25
