user_id,age,gender,city,income_rub,family_status,created_at
user_00031,52,M,Казань,43818,один,2026-04-27 23:47:00
user_00032,33,M,Москва,50715,семья_с_детьми,2026-04-27 23:47:00
user_00033,23,M,СПб,67360,семья_с_детьми,2026-04-27 23:47:00
user_00034,42,F,Москва,46990,один,2026-04-27 23:47:00
user_00035,21,M,Казань,65637,пара,2026-04-27 23:47:00
user_00036,36,M,Москва,50954,пара,2026-04-27 23:47:00
user_00037,18,F,Новосибирск,20000,пара,2026-04-27 23:47:00
user_00038,20,M,Екатеринбург,27900,один,2026-04-27 23:47:00
user_00039,35,F,Екатеринбург,44960,пара,2026-04-27 23:47:00
user_00040,41,M,Казань,23722,семья_с_детьми,2026-04-27 23:47:00
user_00041,35,F,Москва,70259,один,2026-04-27 23:47:00
user_00042,32,F,Новосибирск,122816,один,2026-04-27 23:47:00
user_00043,30,M,Москва,101850,пара,2026-04-27 23:47:00
user_00044,19,M,Москва,43128,с_родителями,2026-04-27 23:47:00
user_00045,26,M,Москва,119902,семья_с_детьми,2026-04-27 23:47:00
user_00046,29,M,СПб,53594,семья_с_детьми,2026-04-27 23:47:00
user_00047,44,F,Новосибирск,40044,пара,2026-04-27 23:47:00
user_00048,37,M,Казань,33926,семья_с_детьми,2026-04-27 23:47:00
user_00049,18,F,СПб,40884,один,2026-04-27 23:47:00
user_00050,37,M,Москва,38835,семья_с_детьми,2026-04-27 23:47:00
user_00051,30,F,Екатеринбург,54298,с_родителями,2026-04-27 23:47:00
user_00052,27,F,СПб,53978,семья_с_детьми,2026-04-27 23:47:00
user_00053,40,F,СПб,49110,семья_с_детьми,2026-04-27 23:47:00
user_00054,44,M,Москва,63714,семья_с_детьми,2026-04-27 23:47:00
user_00055,43,M,Новосибирск,100146,один,2026-04-27 23:47:00
user_00056,25,M,Казань,86658,с_родителями,2026-04-27 23:47:00
user_00057,30,F,Москва,20111,один,2026-04-27 23:47:00
user_00058,37,F,Москва,20000,пара,2026-04-27 23:47:00
user_00059,43,F,Казань,85870,один,2026-04-27 23:47:00
user_00060,29,M,Казань,21587,один,2026-04-27 23:47:00
user_00061,32,F,Москва,42836,пара,2026-04-27 23:47:00
user_00062,22,F,Екатеринбург,24292,один,2026-04-27 23:47:00
user_00063,22,M,Москва,20000,пара,2026-04-27 23:47:00
user_00064,42,M,СПб,67837,пара,2026-04-27 23:47:00
user_00065,47,F,Екатеринбург,77303,один,2026-04-27 23:47:00
user_00066,33,F,СПб,34686,один,2026-04-27 23:47:00
user_00067,44,F,Казань,20000,пара,2026-04-27 23:47:00
user_00068,37,M,Москва,35321,пара,2026-04-27 23:47:00
user_00069,27,F,Москва,62011,семья_с_детьми,2026-04-27 23:47:00
user_00070,37,M,Екатеринбург,20184,семья_с_детьми,2026-04-27 23:47:00
user_00071,49,M,СПб,54721,семья_с_детьми,2026-04-27 23:47:00
user_00072,33,M,Екатеринбург,48572,семья_с_детьми,2026-04-27 23:47:00
user_00073,49,F,Москва,69395,пара,2026-04-27 23:47:00
user_00074,18,F,Москва,52667,семья_с_детьми,2026-04-27 23:47:00
user_00075,42,F,Москва,27341,один,2026-04-27 23:47:00
user_00076,34,M,Казань,100503,пара,2026-04-27 23:47:00
user_00077,31,F,Москва,44572,семья_с_детьми,2026-04-27 23:47:00
user_00078,34,M,Новосибирск,48224,пара,2026-04-27 23:47:00
user_00079,18,F,СПб,28002,семья_с_детьми,2026-04-27 23:47:00
user_00080,31,M,Екатеринбург,37572,семья_с_детьми,2026-04-27 23:47:00
user_00081,37,M,Москва,28828,семья_с_детьми,2026-04-27 23:47:00
user_00082,48,M,Новосибирск,44189,с_родителями,2026-04-27 23:47:00
user_00083,28,M,Новосибирск,136902,пара,2026-04-27 23:47:00
user_00084,25,F,Новосибирск,21522,пара,2026-04-27 23:47:00
user_00085,28,F,Новосибирск,20000,семья_с_детьми,2026-04-27 23:47:00
user_00086,43,M,Новосибирск,118504,пара,2026-04-27 23:47:00
user_00087,37,F,Казань,43235,семья_с_детьми,2026-04-27 23:47:00
user_00088,28,M,Москва,32812,семья_с_детьми,2026-04-27 23:47:00
user_00089,39,F,Москва,91486,семья_с_детьми,2026-04-27 23:47:00
user_00090,34,F,Екатеринбург,34085,пара,2026-04-27 23:47:00
user_00091,43,F,Казань,146620,один,2026-04-27 23:47:00
user_00092,26,M,Новосибирск,73626,пара,2026-04-27 23:47:00
user_00093,30,F,СПб,36579,один,2026-04-27 23:47:00
user_00094,30,F,Москва,178864,семья_с_детьми,2026-04-27 23:47:00
user_00095,19,M,Москва,34083,пара,2026-04-27 23:47:00
user_00096,36,M,Казань,76516,один,2026-04-27 23:47:00
user_00097,36,F,СПб,58663,один,2026-04-27 23:47:00
user_00098,34,F,Москва,107049,семья_с_детьми,2026-04-27 23:47:00
user_00099,31,F,СПб,125104,семья_с_детьми,2026-04-27 23:47:00
user_00100,19,F,Москва,49971,пара,2026-04-27 23:47:00
user_00101,29,F,СПб,31193,один,2026-04-27 23:47:00
user_00102,30,M,Москва,64600,пара,2026-04-27 23:47:00
user_00103,25,M,Новосибирск,32642,пара,2026-04-27 23:47:00
user_00104,32,M,Москва,164067,семья_с_детьми,2026-04-27 23:47:00
user_00105,38,F,СПб,53205,семья_с_детьми,2026-04-27 23:47:00
user_00106,52,M,Москва,39371,пара,2026-04-27 23:47:00
user_00107,35,F,Москва,54765,один,2026-04-27 23:47:00
user_00108,36,F,Москва,21844,с_родителями,2026-04-27 23:47:00
user_00109,33,F,СПб,27365,пара,2026-04-27 23:47:00
user_00110,18,M,Казань,100734,семья_с_детьми,2026-04-27 23:47:00
user_00111,33,F,Москва,33052,один,2026-04-27 23:47:00
user_00112,34,M,Казань,26156,пара,2026-04-27 23:47:00
user_00113,58,F,Новосибирск,67642,один,2026-04-27 23:47:00
user_00114,32,M,Новосибирск,99849,пара,2026-04-27 23:47:00
user_00115,37,M,Москва,75461,с_родителями,2026-04-27 23:47:00
user_00116,33,F,СПб,89110,пара,2026-04-27 23:47:00
user_00117,22,M,Москва,31129,один,2026-04-27 23:47:00
user_00118,45,M,Москва,20887,один,2026-04-27 23:47:00
user_00119,41,F,Екатеринбург,120668,пара,2026-04-27 23:47:00
user_00120,41,F,Москва,40392,один,2026-04-27 23:47:00
user_00121,24,F,СПб,42171,один,2026-04-27 23:47:00
user_00122,48,F,Казань,108761,семья_с_детьми,2026-04-27 23:47:00
user_00123,19,F,Казань,68441,пара,2026-04-27 23:47:00
user_00124,39,M,СПб,64442,один,2026-04-27 23:47:00
user_00125,55,M,Москва,179692,с_родителями,2026-04-27 23:47:00
user_00126,24,M,Москва,33319,один,2026-04-27 23:47:00
user_00127,28,F,СПб,85536,с_родителями,2026-04-27 23:47:00
user_00128,34,F,Москва,50726,пара,2026-04-27 23:47:00
user_00129,28,M,Москва,57592,семья_с_детьми,2026-04-27 23:47:00
user_00130,18,M,Москва,122648,семья_с_детьми,2026-04-27 23:47:00
user_00131,34,F,Москва,66482,семья_с_детьми,2026-04-27 23:47:00
user_00132,23,M,Москва,67709,с_родителями,2026-04-27 23:47:00
user_00133,38,F,Москва,93293,один,2026-04-27 23:47:00
user_00134,24,F,СПб,39380,с_родителями,2026-04-27 23:47:00
user_00135,49,F,Казань,29627,пара,2026-04-27 23:47:00
user_00136,26,M,Новосибирск,26189,пара,2026-04-27 23:47:00
user_00137,30,F,Москва,20000,пара,2026-04-27 23:47:00
user_00138,42,F,Москва,168337,пара,2026-04-27 23:47:00
user_00139,21,F,Москва,25287,один,2026-04-27 23:47:00
user_00140,36,F,Казань,42926,пара,2026-04-27 23:47:00
user_00141,47,F,Казань,41519,пара,2026-04-27 23:47:00
user_00142,18,F,Москва,58949,семья_с_детьми,2026-04-27 23:47:00
user_00143,35,M,Екатеринбург,79972,семья_с_детьми,2026-04-27 23:47:00
user_00144,36,F,Москва,82148,пара,2026-04-27 23:47:00
user_00145,41,F,СПб,34549,пара,2026-04-27 23:47:00
user_00146,21,M,Казань,44343,один,2026-04-27 23:47:00
user_00147,20,F,Новосибирск,58078,один,2026-04-27 23:47:00
user_00148,39,F,Казань,42225,один,2026-04-27 23:47:00
user_00149,36,F,Новосибирск,128592,пара,2026-04-27 23:47:00
user_00150,36,M,Москва,65813,один,2026-04-27 23:47:00
user_00151,37,M,Новосибирск,76185,с_родителями,2026-04-27 23:47:00
user_00152,27,F,Москва,72964,пара,2026-04-27 23:47:00
user_00153,36,F,Екатеринбург,99119,пара,2026-04-27 23:47:00
user_00154,36,M,СПб,54644,семья_с_детьми,2026-04-27 23:47:00
user_00155,26,F,Новосибирск,22514,один,2026-04-27 23:47:00
user_00156,52,F,СПб,62305,пара,2026-04-27 23:47:00
user_00157,38,F,Казань,33162,семья_с_детьми,2026-04-27 23:47:00
user_00158,22,F,СПб,35697,пара,2026-04-27 23:47:00
user_00159,40,M,Казань,69690,пара,2026-04-27 23:47:00
user_00160,24,M,Москва,103050,с_родителями,2026-04-27 23:47:00
user_00161,41,M,Москва,49650,семья_с_детьми,2026-04-27 23:47:00
user_00162,45,F,Москва,59000,семья_с_детьми,2026-04-27 23:47:00
user_00163,25,M,Москва,136125,пара,2026-04-27 23:47:00
user_00164,43,M,Новосибирск,56638,семья_с_детьми,2026-04-27 23:47:00
user_00165,38,M,Москва,233516,один,2026-04-27 23:47:00
user_00166,42,F,Екатеринбург,68823,пара,2026-04-27 23:47:00
user_00167,52,F,Москва,20000,один,2026-04-27 23:47:00
user_00168,31,M,Москва,77034,пара,2026-04-27 23:47:00
user_00169,26,M,Новосибирск,61617,пара,2026-04-27 23:47:00
user_00170,25,F,Казань,106282,один,2026-04-27 23:47:00
user_00171,25,M,СПб,73416,с_родителями,2026-04-27 23:47:00
user_00172,33,M,СПб,45113,с_родителями,2026-04-27 23:47:00
user_00173,37,M,Казань,23515,семья_с_детьми,2026-04-27 23:47:00
user_00174,36,M,Москва,43242,пара,2026-04-27 23:47:00
user_00175,42,M,Екатеринбург,29427,семья_с_детьми,2026-04-27 23:47:00
user_00176,34,F,Екатеринбург,34602,один,2026-04-27 23:47:00
user_00177,48,M,Казань,69783,семья_с_детьми,2026-04-27 23:47:00
user_00178,31,F,Москва,133511,один,2026-04-27 23:47:00
user_00179,61,M,Казань,62118,семья_с_детьми,2026-04-27 23:47:00
user_00180,40,F,Москва,23919,один,2026-04-27 23:47:00
user_00181,25,F,Москва,64007,семья_с_детьми,2026-04-27 23:47:00
user_00182,23,M,Москва,100506,с_родителями,2026-04-27 23:47:00
user_00183,38,F,СПб,34000,один,2026-04-27 23:47:00
user_00184,31,M,Новосибирск,45233,пара,2026-04-27 23:47:00
user_00185,41,F,Казань,49454,с_родителями,2026-04-27 23:47:00
user_00186,38,M,Казань,30609,пара,2026-04-27 23:47:00
user_00187,33,M,СПб,72328,семья_с_детьми,2026-04-27 23:47:00
user_00188,25,M,Москва,45589,семья_с_детьми,2026-04-27 23:47:00
user_00189,18,F,Москва,63052,пара,2026-04-27 23:47:00
user_00190,29,F,Екатеринбург,28781,один,2026-04-27 23:47:00
user_00191,42,F,Москва,37704,один,2026-04-27 23:47:00
user_00192,36,M,Новосибирск,75616,семья_с_детьми,2026-04-27 23:47:00
user_00193,21,F,СПб,39194,пара,2026-04-27 23:47:00
user_00194,35,M,СПб,138161,пара,2026-04-27 23:47:00
user_00195,37,F,Казань,38569,пара,2026-04-27 23:47:00
user_00196,25,M,СПб,56095,пара,2026-04-27 23:47:00
user_00197,35,M,Новосибирск,85781,семья_с_детьми,2026-04-27 23:47:00
user_00198,34,M,Екатеринбург,20930,с_родителями,2026-04-27 23:47:00
user_00199,22,M,СПб,20000,пара,2026-04-27 23:47:00
user_00200,37,F,Москва,20000,семья_с_детьми,2026-04-27 23:47:00
user_00201,39,M,СПб,104563,семья_с_детьми,2026-04-27 23:47:00
user_00202,44,F,Екатеринбург,35202,пара,2026-04-27 23:47:00
user_00203,44,M,Москва,227503,с_родителями,2026-04-27 23:47:00
user_00204,20,F,Казань,34942,один,2026-04-27 23:47:00
user_00205,24,M,Казань,54760,один,2026-04-27 23:47:00
user_00206,39,M,Казань,123656,семья_с_детьми,2026-04-27 23:47:00
user_00207,39,F,Москва,163350,пара,2026-04-27 23:47:00
user_00208,39,M,Казань,168872,семья_с_детьми,2026-04-27 23:47:00
user_00209,72,M,Екатеринбург,101216,семья_с_детьми,2026-04-27 23:47:00
user_00210,39,F,Москва,90620,один,2026-04-27 23:47:00
user_00211,45,F,Москва,69948,семья_с_детьми,2026-04-27 23:47:00
user_00212,43,M,Екатеринбург,78199,пара,2026-04-27 23:47:00
user_00213,40,M,Москва,35217,пара,2026-04-27 23:47:00
user_00214,30,F,Новосибирск,30003,семья_с_детьми,2026-04-27 23:47:00
user_00215,41,M,СПб,48921,с_родителями,2026-04-27 23:47:00
user_00216,26,M,Москва,44262,один,2026-04-27 23:47:00
user_00217,31,M,Новосибирск,37349,пара,2026-04-27 23:47:00
user_00218,29,F,СПб,74446,семья_с_детьми,2026-04-27 23:47:00
user_00219,34,F,СПб,86958,семья_с_детьми,2026-04-27 23:47:00
user_00220,57,M,Москва,51691,семья_с_детьми,2026-04-27 23:47:00
user_00221,18,M,СПб,118957,один,2026-04-27 23:47:00
user_00222,40,M,Москва,24710,один,2026-04-27 23:47:00
user_00223,18,F,Москва,43643,пара,2026-04-27 23:47:00
user_00224,29,M,Екатеринбург,31885,семья_с_детьми,2026-04-27 23:47:00
user_00225,44,M,Москва,20000,один,2026-04-27 23:47:00
user_00226,34,F,Казань,46648,один,2026-04-27 23:47:00
user_00227,23,M,Москва,45567,с_родителями,2026-04-27 23:47:00
user_00228,26,F,Новосибирск,121548,один,2026-04-27 23:47:00
user_00229,40,M,Москва,71573,с_родителями,2026-04-27 23:47:00
user_00230,26,M,Екатеринбург,26515,семья_с_детьми,2026-04-27 23:47:00
user_00231,36,M,СПб,149112,семья_с_детьми,2026-04-27 23:47:00
user_00232,34,F,Москва,101988,один,2026-04-27 23:47:00
user_00233,27,F,Москва,69512,один,2026-04-27 23:47:00
user_00234,55,F,Москва,42792,семья_с_детьми,2026-04-27 23:47:00
user_00235,40,M,СПб,27565,семья_с_детьми,2026-04-27 23:47:00
user_00236,18,F,Москва,39209,семья_с_детьми,2026-04-27 23:47:00
user_00237,35,M,Новосибирск,94206,один,2026-04-27 23:47:00
user_00238,27,M,СПб,151865,семья_с_детьми,2026-04-27 23:47:00
user_00239,42,F,Москва,123741,семья_с_детьми,2026-04-27 23:47:00
user_00240,26,M,Казань,36559,семья_с_детьми,2026-04-27 23:47:00
user_00241,32,M,Казань,25039,семья_с_детьми,2026-04-27 23:47:00
user_00242,39,M,Москва,53344,семья_с_детьми,2026-04-27 23:47:00
user_00243,42,M,Москва,20000,семья_с_детьми,2026-04-27 23:47:00
user_00244,21,M,Москва,59510,один,2026-04-27 23:47:00
user_00245,30,F,Казань,44866,пара,2026-04-27 23:47:00
user_00246,29,M,Казань,37063,один,2026-04-27 23:47:00
user_00247,27,F,СПб,20000,пара,2026-04-27 23:47:00
user_00248,51,F,Новосибирск,66713,пара,2026-04-27 23:47:00
user_00249,38,M,Новосибирск,35609,один,2026-04-27 23:47:00
user_00250,21,M,СПб,24295,пара,2026-04-27 23:47:00
user_00251,43,M,Новосибирск,20000,один,2026-04-27 23:47:00
user_00252,55,F,Москва,48218,семья_с_детьми,2026-04-27 23:47:00
user_00253,44,M,Москва,141967,с_родителями,2026-04-27 23:47:00
user_00254,18,F,Москва,132820,один,2026-04-27 23:47:00
user_00255,29,M,Москва,37262,с_родителями,2026-04-27 23:47:00
user_00256,46,F,СПб,34155,пара,2026-04-27 23:47:00
user_00257,26,M,Екатеринбург,64942,один,2026-04-27 23:47:00
user_00258,38,M,Москва,26929,один,2026-04-27 23:47:00
user_00259,41,F,Москва,58751,пара,2026-04-27 23:47:00
user_00260,24,F,СПб,77625,семья_с_детьми,2026-04-27 23:47:00
user_00261,33,M,Екатеринбург,102350,семья_с_детьми,2026-04-27 23:47:00
user_00262,18,F,Москва,46161,один,2026-04-27 23:47:00
user_00263,23,F,СПб,43381,один,2026-04-27 23:47:00
user_00264,31,F,Москва,28946,пара,2026-04-27 23:47:00
user_00265,21,F,Москва,29847,один,2026-04-27 23:47:00
user_00266,50,M,Екатеринбург,42792,один,2026-04-27 23:47:00
user_00267,19,M,Екатеринбург,61109,один,2026-04-27 23:47:00
user_00268,29,M,Москва,84808,семья_с_детьми,2026-04-27 23:47:00
user_00269,35,F,Екатеринбург,30275,с_родителями,2026-04-27 23:47:00
user_00270,48,F,Казань,120043,пара,2026-04-27 23:47:00
user_00271,19,M,Новосибирск,41661,с_родителями,2026-04-27 23:47:00
user_00272,45,M,СПб,48396,пара,2026-04-27 23:47:00
user_00273,34,F,СПб,31309,пара,2026-04-27 23:47:00
user_00274,24,F,СПб,20000,один,2026-04-27 23:47:00
user_00275,38,F,Казань,83318,семья_с_детьми,2026-04-27 23:47:00
user_00276,35,M,Москва,76275,с_родителями,2026-04-27 23:47:00
user_00277,27,M,Москва,41406,семья_с_детьми,2026-04-27 23:47:00
user_00278,34,M,Москва,51031,пара,2026-04-27 23:47:00
user_00279,30,F,Казань,66807,семья_с_детьми,2026-04-27 23:47:00
user_00280,35,M,Москва,20000,один,2026-04-27 23:47:00
user_00281,40,F,Казань,35687,семья_с_детьми,2026-04-27 23:47:00
user_00282,49,M,Екатеринбург,78949,пара,2026-04-27 23:47:00
user_00283,21,F,Москва,23096,пара,2026-04-27 23:47:00
user_00284,55,F,Казань,58462,семья_с_детьми,2026-04-27 23:47:00
user_00285,18,F,СПб,21721,семья_с_детьми,2026-04-27 23:47:00
user_00286,32,M,Новосибирск,64851,один,2026-04-27 23:47:00
user_00287,39,M,Москва,47983,семья_с_детьми,2026-04-27 23:47:00
user_00288,36,M,Казань,20000,один,2026-04-27 23:47:00
user_00289,27,F,Новосибирск,98601,семья_с_детьми,2026-04-27 23:47:00
user_00290,31,F,Екатеринбург,31547,семья_с_детьми,2026-04-27 23:47:00
user_00291,29,F,Казань,30147,семья_с_детьми,2026-04-27 23:47:00
user_00292,28,F,СПб,55289,пара,2026-04-27 23:47:00
user_00293,42,F,Казань,97653,пара,2026-04-27 23:47:00
user_00294,37,M,Новосибирск,26649,один,2026-04-27 23:47:00
user_00295,27,F,СПб,50868,семья_с_детьми,2026-04-27 23:47:00
user_00296,42,M,Москва,63404,один,2026-04-27 23:47:00
user_00297,37,M,Екатеринбург,74299,пара,2026-04-27 23:47:00
user_00298,42,F,Казань,54495,один,2026-04-27 23:47:00
user_00299,40,M,Казань,39331,один,2026-04-27 23:47:00
user_00300,25,M,Москва,29835,семья_с_детьми,2026-04-27 23:47:00
user_00301,28,F,Казань,51621,один,2026-04-27 23:47:00
user_00302,41,M,Москва,25763,семья_с_детьми,2026-04-27 23:47:00
user_00303,40,F,Казань,20000,пара,2026-04-27 23:47:00
user_00304,33,M,Москва,63699,один,2026-04-27 23:47:00
user_00305,35,M,Казань,84318,пара,2026-04-27 23:47:00
user_00306,46,M,Екатеринбург,20000,один,2026-04-27 23:47:00
user_00307,28,M,Москва,26746,один,2026-04-27 23:47:00
user_00308,39,F,Екатеринбург,71075,семья_с_детьми,2026-04-27 23:47:00
user_00309,31,M,СПб,168467,один,2026-04-27 23:47:00
user_00310,31,F,Новосибирск,49636,семья_с_детьми,2026-04-27 23:47:00
user_00311,44,M,Новосибирск,31672,один,2026-04-27 23:47:00
user_00312,42,F,СПб,43926,один,2026-04-27 23:47:00
user_00313,42,F,Казань,111851,семья_с_детьми,2026-04-27 23:47:00
user_00314,47,F,Новосибирск,33270,пара,2026-04-27 23:47:00
user_00315,34,M,СПб,30347,один,2026-04-27 23:47:00
user_00316,40,M,Москва,36693,пара,2026-04-27 23:47:00
user_00317,30,M,Казань,27667,один,2026-04-27 23:47:00
user_00318,37,F,Новосибирск,52764,семья_с_детьми,2026-04-27 23:47:00
user_00319,32,M,Новосибирск,129937,пара,2026-04-27 23:47:00
user_00320,34,F,Новосибирск,59506,семья_с_детьми,2026-04-27 23:47:00
user_00321,39,F,СПб,42133,семья_с_детьми,2026-04-27 23:47:00
user_00322,25,M,Новосибирск,41147,пара,2026-04-27 23:47:00
user_00323,54,F,Москва,20000,с_родителями,2026-04-27 23:47:00
user_00324,23,M,СПб,83271,пара,2026-04-27 23:47:00
user_00325,21,M,Москва,46784,с_родителями,2026-04-27 23:47:00
user_00326,45,F,Москва,43989,один,2026-04-27 23:47:00
user_00327,41,F,Москва,332988,семья_с_детьми,2026-04-27 23:47:00
user_00328,40,F,Москва,58644,пара,2026-04-27 23:47:00
user_00329,40,M,Казань,31223,пара,2026-04-27 23:47:00
user_00330,33,M,Москва,37956,семья_с_детьми,2026-04-27 23:47:00
user_00331,25,F,СПб,97642,семья_с_детьми,2026-04-27 23:47:00
user_00332,34,F,Москва,52468,один,2026-04-27 23:47:00
user_00333,27,F,Москва,20682,один,2026-04-27 23:47:00
user_00334,43,M,Москва,85096,семья_с_детьми,2026-04-27 23:47:00
user_00335,32,F,Москва,32830,семья_с_детьми,2026-04-27 23:47:00
user_00336,25,M,Казань,150840,с_родителями,2026-04-27 23:47:00
user_00337,30,M,Казань,93716,семья_с_детьми,2026-04-27 23:47:00
user_00338,38,F,Казань,37481,с_родителями,2026-04-27 23:47:00
user_00339,28,M,СПб,105726,семья_с_детьми,2026-04-27 23:47:00
user_00340,25,F,Москва,51057,один,2026-04-27 23:47:00
user_00341,36,M,Новосибирск,81769,один,2026-04-27 23:47:00
user_00342,36,M,СПб,65567,семья_с_детьми,2026-04-27 23:47:00
user_00343,28,F,СПб,29501,семья_с_детьми,2026-04-27 23:47:00
user_00344,29,F,Москва,33318,один,2026-04-27 23:47:00
user_00345,36,F,Москва,90941,пара,2026-04-27 23:47:00
user_00346,19,F,Москва,40100,с_родителями,2026-04-27 23:47:00
user_00347,19,F,Москва,38476,пара,2026-04-27 23:47:00
user_00348,26,F,СПб,27637,пара,2026-04-27 23:47:00
user_00349,31,F,СПб,63206,пара,2026-04-27 23:47:00
user_00350,37,M,Казань,168976,один,2026-04-27 23:47:00
user_00351,48,F,Новосибирск,25834,пара,2026-04-27 23:47:00
user_00352,42,M,Новосибирск,49738,пара,2026-04-27 23:47:00
user_00353,32,F,Казань,114385,один,2026-04-27 23:47:00
user_00354,33,F,Екатеринбург,46733,семья_с_детьми,2026-04-27 23:47:00
user_00355,23,M,Москва,64306,пара,2026-04-27 23:47:00
user_00356,33,F,Москва,25914,семья_с_детьми,2026-04-27 23:47:00
user_00357,31,F,Москва,63385,семья_с_детьми,2026-04-27 23:47:00
user_00358,37,M,Казань,43814,один,2026-04-27 23:47:00
user_00359,25,F,Екатеринбург,88560,семья_с_детьми,2026-04-27 23:47:00
user_00360,39,F,Москва,99950,пара,2026-04-27 23:47:00
user_00361,49,M,Екатеринбург,231825,семья_с_детьми,2026-04-27 23:47:00
user_00362,32,F,Москва,69409,один,2026-04-27 23:47:00
user_00363,38,M,Екатеринбург,59603,семья_с_детьми,2026-04-27 23:47:00
user_00364,40,F,Москва,55084,семья_с_детьми,2026-04-27 23:47:00
user_00365,29,F,Москва,39660,один,2026-04-27 23:47:00
user_00366,36,F,СПб,60059,один,2026-04-27 23:47:00
user_00367,34,M,Москва,41058,семья_с_детьми,2026-04-27 23:47:00
user_00368,34,F,Москва,54234,семья_с_детьми,2026-04-27 23:47:00
user_00369,26,F,Москва,108072,пара,2026-04-27 23:47:00
user_00370,34,M,Новосибирск,26797,семья_с_детьми,2026-04-27 23:47:00
user_00371,38,F,СПб,97141,пара,2026-04-27 23:47:00
user_00372,48,M,Москва,108041,семья_с_детьми,2026-04-27 23:47:00
user_00373,43,F,Казань,45668,один,2026-04-27 23:47:00
user_00374,55,M,Казань,20000,семья_с_детьми,2026-04-27 23:47:00
user_00375,26,M,Москва,34040,один,2026-04-27 23:47:00
user_00376,42,M,СПб,106744,пара,2026-04-27 23:47:00
user_00377,35,F,Москва,48352,один,2026-04-27 23:47:00
user_00378,55,M,Москва,26914,один,2026-04-27 23:47:00
user_00379,25,F,Казань,36211,пара,2026-04-27 23:47:00
user_00380,25,M,Москва,81175,один,2026-04-27 23:47:00
user_00381,28,M,СПб,68052,семья_с_детьми,2026-04-27 23:47:00
user_00382,18,F,Казань,42473,один,2026-04-27 23:47:00
user_00383,28,F,Москва,39336,пара,2026-04-27 23:47:00
user_00384,26,M,СПб,38752,пара,2026-04-27 23:47:00
user_00385,35,F,Москва,28185,один,2026-04-27 23:47:00
user_00386,37,F,Екатеринбург,129214,один,2026-04-27 23:47:00
user_00387,52,F,СПб,40400,пара,2026-04-27 23:47:00
user_00388,43,M,Новосибирск,101752,пара,2026-04-27 23:47:00
user_00389,28,M,СПб,122123,пара,2026-04-27 23:47:00
user_00390,25,F,Москва,89231,пара,2026-04-27 23:47:00
user_00391,38,M,Казань,37836,семья_с_детьми,2026-04-27 23:47:00
user_00392,20,F,Екатеринбург,62457,один,2026-04-27 23:47:00
user_00393,52,F,Казань,48314,пара,2026-04-27 23:47:00
user_00394,45,F,Новосибирск,28503,с_родителями,2026-04-27 23:47:00
user_00395,29,F,Екатеринбург,59552,пара,2026-04-27 23:47:00
user_00396,18,F,Москва,24162,семья_с_детьми,2026-04-27 23:47:00
user_00397,47,M,Москва,99968,пара,2026-04-27 23:47:00
user_00398,32,F,Казань,37094,семья_с_детьми,2026-04-27 23:47:00
user_00399,46,M,СПб,55309,семья_с_детьми,2026-04-27 23:47:00
user_00400,18,M,Новосибирск,58103,пара,2026-04-27 23:47:00
