user_id,segment,family_score,budget_score,gourmet_score,busy_score,traditional_score,churn_risk,predicted_ltv,updated_at
user_00044,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
user_00045,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
user_00046,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
user_00047,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
user_00048,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
user_00049,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
user_00050,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
user_00051,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
user_00052,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
user_00053,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
user_00054,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
user_00055,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
user_00056,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
user_00057,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
user_00058,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
user_00059,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
user_00060,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
user_00061,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
user_00062,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
user_00063,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
user_00064,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
user_00065,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
user_00066,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
user_00067,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
user_00068,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
user_00069,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
user_00070,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
user_00071,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
user_00072,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
user_00073,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
user_00074,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
user_00075,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
user_00076,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
user_00077,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
user_00078,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
user_00079,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
user_00080,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
user_00081,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
user_00082,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
user_00083,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
user_00084,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
user_00085,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
user_00086,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
user_00087,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
user_00088,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
user_00089,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
user_00090,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
user_00091,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
user_00092,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
user_00093,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
user_00094,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
user_00095,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
user_00096,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
user_00097,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
user_00098,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
user_00099,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
user_00100,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
user_00101,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
user_00102,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
user_00103,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
user_00104,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
user_00105,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
user_00106,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
user_00107,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
user_00108,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
user_00109,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
user_00110,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
user_00111,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
user_00112,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
user_00113,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
user_00114,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
user_00115,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
user_00116,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
user_00117,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
user_00118,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
user_00119,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
user_00120,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
user_00121,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
user_00122,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
user_00123,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
user_00124,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
user_00125,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
user_00126,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
user_00127,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
user_00128,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
user_00129,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
user_00130,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
user_00131,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
user_00132,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
user_00133,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
user_00134,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
user_00135,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
user_00136,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
user_00137,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
user_00138,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
user_00139,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
user_00140,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
user_00141,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
user_00142,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
user_00143,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
user_00144,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
user_00145,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
user_00146,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
user_00147,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
user_00148,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
user_00149,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
user_00150,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
user_00151,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
user_00152,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
user_00153,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
user_00154,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
user_00155,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
user_00156,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
user_00157,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
user_00158,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
user_00159,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
user_00160,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
user_00161,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
user_00162,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
user_00163,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
user_00164,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
user_00165,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
user_00166,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
user_00167,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
user_00168,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
user_00169,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
user_00170,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
user_00171,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
user_00172,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
user_00173,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
user_00174,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
user_00175,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
user_00176,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
user_00177,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
user_00178,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
user_00179,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
user_00180,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
user_00181,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
user_00182,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
user_00183,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
user_00184,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
user_00185,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
user_00186,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
user_00187,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
user_00188,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
user_00189,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
user_00190,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
user_00191,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
user_00192,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
user_00193,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
user_00194,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
user_00195,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
user_00196,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
user_00197,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
user_00198,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
user_00199,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
user_00200,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
user_00201,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
user_00202,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
user_00203,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
user_00204,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
user_00205,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
user_00206,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
user_00207,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
user_00208,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
user_00209,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
user_00210,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
user_00211,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
user_00212,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
user_00213,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
user_00214,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
user_00215,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
user_00216,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
user_00217,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
user_00218,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
user_00219,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
user_00220,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
user_00221,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
user_00222,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
user_00223,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
user_00224,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
user_00225,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
user_00226,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
user_00227,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
user_00228,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
user_00229,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
user_00230,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
user_00231,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
user_00232,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
user_00233,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
user_00234,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
user_00235,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
user_00236,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
user_00237,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
user_00238,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
user_00239,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
user_00240,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
user_00241,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
user_00242,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
user_00243,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
user_00244,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
user_00245,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
user_00246,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
user_00247,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
user_00248,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
user_00249,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
user_00250,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
user_00251,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
user_00252,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
user_00253,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
user_00254,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
user_00255,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
user_00256,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
user_00257,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
user_00258,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
user_00259,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
user_00260,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
user_00261,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
user_00262,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
user_00263,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
user_00264,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
user_00265,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
user_00266,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
user_00267,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
user_00268,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
user_00269,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
user_00270,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
user_00271,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
user_00272,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
user_00273,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
user_00274,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
user_00275,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
user_00276,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
user_00277,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
user_00278,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
user_00279,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
user_00280,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
user_00281,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
user_00282,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
user_00283,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
user_00284,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
user_00285,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
user_00286,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
user_00287,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
user_00288,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
user_00289,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
user_00290,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
user_00291,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
user_00292,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
user_00293,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
user_00294,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
user_00295,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
user_00296,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
user_00297,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
user_00298,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
user_00299,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
user_00300,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
user_00301,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
user_00302,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
user_00303,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
user_00304,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
user_00305,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
user_00306,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
user_00307,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
user_00308,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
user_00309,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
user_00310,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
user_00311,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
user_00312,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
user_00313,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
user_00314,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
user_00315,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
user_00316,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
user_00317,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
user_00318,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
user_00319,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
user_00320,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
user_00321,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
user_00322,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
user_00323,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
user_00324,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
user_00325,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
user_00326,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
user_00327,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
user_00328,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
user_00329,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
user_00330,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
user_00331,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
user_00332,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
user_00333,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
user_00334,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
user_00335,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
user_00336,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
user_00337,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
user_00338,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
user_00339,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
user_00340,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
user_00341,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
user_00342,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
user_00343,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
user_00344,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
user_00345,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
user_00346,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
user_00347,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
user_00348,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
user_00349,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
user_00350,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
user_00351,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
user_00352,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
user_00353,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
user_00354,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
user_00355,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
user_00356,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
user_00357,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
user_00358,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
user_00359,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
user_00360,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
user_00361,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
user_00362,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
user_00363,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
user_00364,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
user_00365,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
user_00366,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
user_00367,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
user_00368,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
user_00369,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
user_00370,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
user_00371,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
user_00372,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
user_00373,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
user_00374,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
user_00375,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
user_00376,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
user_00377,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
user_00378,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
user_00379,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
user_00380,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
user_00381,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
user_00382,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
user_00383,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
user_00384,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
user_00385,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
user_00386,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
user_00387,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
user_00388,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
user_00389,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
user_00390,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
user_00391,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
user_00392,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
user_00393,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
user_00394,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
user_00395,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
